temp,clouds_all,traffic_volume,day_sin,day_cos
0.249724972,0.4,0.070601367,0.853553391,0.853553391
0.23793808,0.9,0.136179713,0.933012702,0.75
0.226151187,0.9,0.360122785,0.982962913,0.629409523
0.215150086,0.9,0.645458351,1,0.5
0.207449316,0.9,0.584344914,0.982962913,0.370590477
0.200534339,0.9,0.617552672,0.933012702,0.25
0.197391168,0.4,0.684526301,0.853553391,0.146446609
0.193619362,0.4,0.599693038,0.75,0.066987298
0.203363193,0.75,0.587135482,0.629409523,0.017037087
0.219079051,0.4,0.602623134,0.5,0
0.230865944,0.4,0.62034324,0.370590477,0.017037087
0.244695898,0.75,0.637226176,0.25,0.066987298
0.254596888,0.9,0.729035859,0.146446609,0.146446609
0.255068364,0.9,0.791405051,0.066987298,0.25
0.254596888,0.9,0.70545556,0.017037087,0.370590477
0.249724972,0.4,0.538719129,0,0.5
0.240766934,0.75,0.372122227,0.017037087,0.629409523
0.230080151,0.01,0.314217943,0.066987298,0.75
0.221436429,0.4,0.271522255,0.146446609,0.853553391
0.212321232,0.01,0.179991628,0.25,0.933012702
0.200534339,0.01,0.105902051,0.370590477,0.982962913
0.194719472,0.01,0.071438538,0.5,1
0.182932579,0.01,0.053299847,0.629409523,0.982962913
0.169102625,0.01,0.038091252,0.75,0.933012702
0.155429829,0.01,0.045346728,0.853553391,0.853553391
0.142699984,0.01,0.126133668,0.933012702,0.75
0.130913091,0.01,0.379098647,0.982962913,0.629409523
0.121955053,0.01,0.771592019,1,0.5
0.121012101,0.01,0.833961211,0.982962913,0.370590477
0.120854943,0.05,0.775359286,0.933012702,0.25
0.132484677,0.01,0.726524348,0.853553391,0.146446609
0.164859343,0.05,0.604157946,0.75,0.066987298
0.193619362,0.01,0.632063625,0.629409523,0.017037087
0.225994028,0.01,0.619785126,0.5,0
0.248782021,0.01,0.649086089,0.370590477,0.017037087
0.253968254,0.05,0.682712432,0.25,0.066987298
0.256168474,0.01,0.744663039,0.146446609,0.146446609
0.232830426,0,0.854332357,0.066987298,0.25
0.181156687,0,0.794335147,0.017037087,0.370590477
0.181156687,0,0.565369053,0,0.5
0.181156687,0,0.423050091,0.017037087,0.629409523
0.228980041,0.4,0.349379099,0.066987298,0.75
0.24343863,0.2,0.410492535,0.146446609,0.853553391
0.261354707,0.01,0.505790428,0.25,0.933012702
0.26764105,0.01,0.152365006,0.370590477,0.982962913
0.272827283,0.01,0.066136459,0.5,1
0.270312746,0.01,0.03739361,0.629409523,0.982962913
0.26764105,0.01,0.035719269,0.75,0.933012702
0.266383781,0.01,0.052044091,0.853553391,0.853553391
0.26434072,0.01,0.125854611,0.933012702,0.75
0.262454817,0.01,0.372261755,0.982962913,0.629409523
0.258211535,0.01,0.778149853,1,0.5
0.247681911,0.01,0.842611972,0.982962913,0.370590477
0.234166274,0.2,0.76545277,0.933012702,0.25
0.224108125,0.75,0.72024557,0.853553391,0.146446609
0.223165174,0.4,0.649783731,0.75,0.066987298
0.218450416,0.75,0.671968746,0.629409523,0.017037087
0.222536539,0.01,0.674061672,0.5,0
0.230865944,0.05,0.641132971,0.370590477,0.017037087
0.231966054,0.01,0.689967908,0.25,0.066987298
0.235109225,0.01,0.751639459,0.146446609,0.146446609
0.223636649,0.05,0.864099344,0.066987298,0.25
0.212164074,0.01,0.83410074,0.017037087,0.370590477
0.200534339,0.01,0.623273336,0,0.5
0.193147886,0.01,0.430305567,0.017037087,0.629409523
0.186861543,0.01,0.355936933,0.066987298,0.75
0.185918592,0.01,0.320357193,0.146446609,0.853553391
0.178060663,0.4,0.230640435,0.25,0.933012702
0.172088637,0.01,0.13897028,0.370590477,0.982962913
0.164230709,0.01,0.065578345,0.5,1
0.157630049,0.01,0.031952002,0.629409523,0.982962913
0.143642936,0.01,0.022464071,0.75,0.933012702
0.1365708,0.01,0.034044928,0.853553391,0.853553391
0.126826968,0.01,0.104785824,0.933012702,0.75
0.122898004,0.01,0.348820985,0.982962913,0.629409523
0.117711771,0.01,0.755964839,1,0.5
0.111425428,0.01,0.829635831,0.982962913,0.370590477
0.104196134,0.4,0.764894656,0.933012702,0.25
0.106239195,0.05,0.695409516,0.853553391,0.146446609
0.130913091,0.01,0.62118041,0.75,0.066987298
0.155586987,0.01,0.667922422,0.629409523,0.017037087
0.181360993,0.4,0.681456676,0.5,0
0.204777621,0.01,0.689270266,0.370590477,0.017037087
0.205720572,0.01,0.740616716,0.25,0.066987298
0.199591388,0.01,0.791823636,0.146446609,0.146446609
0.1915763,0.01,0.905539277,0.066987298,0.25
0.192047776,0.75,0.82098507,0.017037087,0.370590477
0.192047776,0.01,0.595507186,0,0.5
0.195348106,0.9,0.437561044,0.017037087,0.629409523
0.197391168,0.9,0.389702805,0.066987298,0.75
0.201634449,0.9,0.359983257,0.146446609,0.853553391
0.208863744,0.9,0.292032929,0.25,0.933012702
0.214992928,0.9,0.155713688,0.370590477,0.982962913
0.218450416,0.9,0.075066276,0.5,1
0.224736759,0.9,0.044928143,0.629409523,0.982962913
0.235266384,0.9,0.028045207,0.75,0.933012702
0.246581801,0.9,0.034882099,0.853553391,0.853553391
0.249724972,0.9,0.098646575,0.933012702,0.75
0.563193462,0.01,0.365285336,0.982962913,0.629409523
0.251925193,0.9,0.670573462,1,0.5
0.25663995,0.9,0.745918794,0.982962913,0.370590477
0.25774006,0.9,0.642528254,0.933012702,0.25
0.271255697,0.9,0.602204549,0.853553391,0.146446609
0.273455917,0.9,0.570113018,0.75,0.066987298
0.28304259,0.9,0.642249198,0.629409523,0.017037087
0.28634292,0.9,0.664434212,0.5,0
0.292786421,0.9,0.65592298,0.370590477,0.017037087
0.68175389,0.75,0.685223943,0.25,0.066987298
0.293886532,0.9,0.660666946,0.146446609,0.146446609
0.292629263,0.9,0.577368494,0.066987298,0.25
0.28854314,0.9,0.446211804,0.017037087,0.370590477
0.288071664,0.9,0.311287847,0,0.5
0.286500079,0.9,0.25017441,0.017037087,0.629409523
0.288071664,0.9,0.199525603,0.066987298,0.75
0.624862486,0.4,0.36054137,0.146446609,0.853553391
0.286500079,0.9,0.20594391,0.25,0.933012702
0.28964325,0.9,0.131714804,0.370590477,0.982962913
0.289171774,0.9,0.077577787,0.5,1
0.288071664,0.9,0.043532859,0.629409523,0.982962913
0.289328933,0.9,0.033626343,0.75,0.933012702
0.278013516,0.9,0.028463792,0.853553391,0.853553391
0.271255697,0.9,0.030696247,0.933012702,0.75
0.257111425,0.9,0.069345612,0.982962913,0.629409523
0.2511394,0.9,0.115948095,1,0.5
0.237623762,0.9,0.150969722,0.982962913,0.370590477
0.228822882,0.9,0.191851542,0.933012702,0.25
0.225679711,0.75,0.239988838,0.853553391,0.146446609
0.227879931,0.9,0.2918934,0.75,0.066987298
0.228980041,0.9,0.351472025,0.629409523,0.017037087
0.231023102,0.4,0.423050091,0.5,0
0.233066164,0.01,0.449839542,0.370590477,0.017037087
0.229922992,0.01,0.462257569,0.25,0.066987298
0.223165174,0.4,0.561043672,0.146446609,0.146446609
0.214207135,0.01,0.585879727,0.066987298,0.25
0.194247996,0.01,0.499372122,0.017037087,0.370590477
0.177903505,0.01,0.451095298,0,0.5
0.171302845,0.01,0.358029859,0.017037087,0.629409523
0.153543926,0.01,0.299009348,0.066987298,0.75
0.131541726,0.01,0.299846519,0.146446609,0.853553391
0.117083137,0.01,0.30668341,0.25,0.933012702
0.097438315,0.01,0.201060416,0.370590477,0.982962913
0.085651422,0.01,0.117761965,0.5,1
0.075907591,0.01,0.07729873,0.629409523,0.982962913
0.061291843,0.01,0.050090693,0.75,0.933012702
0.050447902,0.01,0.02776615,0.853553391,0.853553391
0.035046362,0.01,0.022882657,0.933012702,0.75
0.023573786,0.01,0.048276824,0.982962913,0.629409523
0.013044162,0.01,0.095856007,1,0.5
0.003614647,0.01,0.128924236,0.982962913,0.370590477
0,0.01,0.188223804,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.052648122,0.05,0.412166876,0.75,0.066987298
0.085965739,0.01,0.495744384,0.629409523,0.017037087
0.111425428,0.05,0.423608204,0.5,0
0.671931479,0.5,0.653969583,0.370590477,0.017037087
0.127612761,0.01,0.463792382,0.25,0.066987298
0.125255383,0.01,0.484303056,0.146446609,0.146446609
0.121955053,0.01,0.524068648,0.066987298,0.25
0.105139085,0.75,0.502441747,0.017037087,0.370590477
0.672481534,0.4,0.601785963,0,0.5
0.107339305,0.05,0.333333333,0.017037087,0.629409523
0.114097124,0.01,0.293567741,0.066987298,0.75
0.131227408,0.01,0.262452909,0.146446609,0.853553391
0.153229609,0.01,0.217106181,0.25,0.933012702
0.165645136,0.01,0.128366123,0.370590477,0.982962913
0.170202735,0.01,0.042835217,0.5,1
0.178060663,0.01,0.024975583,0.629409523,0.982962913
0.18827597,0.01,0.019673504,0.75,0.933012702
0.214992928,0.01,0.025394168,0.853553391,0.853553391
0.228508565,0.01,0.091670155,0.933012702,0.75
0.2401383,0.01,0.327194084,0.982962913,0.629409523
0.26324061,0.9,0.704199805,1,0.5
0.272355807,0.9,0.797962885,0.982962913,0.370590477
0.279113626,0.4,0.720664155,0.933012702,0.25
0.280213736,0.4,0.646574578,0.853553391,0.146446609
0.298129813,0.01,0.584344914,0.75,0.066987298
0.341819896,0.01,0.628575415,0.629409523,0.017037087
0.357692912,0.01,0.646714106,0.5,0
0.369165488,0.01,0.64727222,0.370590477,0.017037087
0.374351721,0.05,0.694014232,0.25,0.066987298
0.378595002,0.4,0.67336403,0.146446609,0.146446609
0.363979255,0.01,0.63945863,0.066987298,0.25
0.355649851,0.01,0.761685503,0.017037087,0.370590477
0.352035204,0.01,0.554346309,0,0.5
0.369165488,0.01,0.386493651,0.017037087,0.629409523
0.369951281,0.01,0.326356914,0.066987298,0.75
0.388967468,0.01,0.267754988,0.146446609,0.853553391
0.39431086,0.75,0.204409097,0.25,0.933012702
0.398554141,0.9,0.132551974,0.370590477,0.982962913
0.405783435,0.01,0.069903725,0.5,1
0.408769448,0.4,0.041439933,0.629409523,0.982962913
0.421656451,0.75,0.028324264,0.75,0.933012702
0.422442244,0.75,0.043811916,0.853553391,0.853553391
0.427785636,0.9,0.116227152,0.933012702,0.75
0.436272199,0.01,0.351611553,0.982962913,0.629409523
0.45921735,0.01,0.744104925,1,0.5
0.469904133,0.01,0.821124599,0.982962913,0.370590477
0.470847085,0.01,0.779684666,0.933012702,0.25
0.485462832,0.01,0.71326915,0.853553391,0.146446609
0.495992456,0.01,0.650899958,0.75,0.066987298
0.502121641,0.01,0.675736012,0.629409523,0.017037087
0.507465032,0.01,0.68982838,0.5,0
0.510765362,0.01,0.682712432,0.370590477,0.017037087
0.506050605,0.01,0.718571229,0.25,0.066987298
0.493949395,0.01,0.740477187,0.146446609,0.146446609
0.478233538,0.01,0.832426399,0.066987298,0.25
0.463774949,0.01,0.799776755,0.017037087,0.370590477
0.451045105,0.01,0.59857681,0,0.5
0.448844884,0.08,0.437142458,0.017037087,0.629409523
0.432186076,0.01,0.373517511,0.066987298,0.75
0.419456231,0.01,0.518208455,0.146446609,0.853553391
0.402954581,0.01,0.394028185,0.25,0.933012702
0.393996543,0.01,0.153202177,0.370590477,0.982962913
0.401382995,0.01,0.072833822,0.5,1
0.39211064,0.4,0.041021348,0.629409523,0.982962913
0.391167688,0.9,0.030696247,0.75,0.933012702
0.411598303,0.75,0.033626343,0.853553391,0.853553391
0.419456231,0.4,0.103111483,0.933012702,0.75
0.431871759,0.4,0.341146923,0.982962913,0.629409523
0.446644664,0.9,0.608901912,1,0.5
0.461260412,0.9,0.821822241,0.982962913,0.370590477
0.468804023,0.4,0.745918794,0.933012702,0.25
0.475561842,0.4,0.678387052,0.853553391,0.146446609
0.490806223,0.75,0.662201758,0.75,0.066987298
0.503536068,0.01,0.689270266,0.629409523,0.017037087
0.518937608,0.01,0.70113018,0.5,0
0.531510294,0.9,0.706432259,0.370590477,0.017037087
0.531667452,0.9,0.727640575,0.25,0.066987298
0.524281,0.9,0.789312125,0.146446609,0.146446609
0.516894547,0.9,0.846379238,0.066987298,0.25
0.513751375,0.9,0.783172876,0.017037087,0.370590477
0.513751375,0.9,0.586298312,0,0.5
0.510293887,0.9,0.430724152,0.017037087,0.629409523
0.501178689,0.4,0.36402958,0.066987298,0.75
0.487348735,0.4,0.350774383,0.146446609,0.853553391
0.479647965,0.4,0.272917539,0.25,0.933012702
0.457331447,0.75,0.149853495,0.370590477,0.982962913
0.43941537,0.01,0.070880424,0.5,1
0.426842684,0.01,0.045346728,0.629409523,0.982962913
0.418670438,0.01,0.027208037,0.75,0.933012702
0.404840484,0.01,0.033068229,0.853553391,0.853553391
0.392267798,0.01,0.096135063,0.933012702,0.75
0.38220965,0.01,0.325938328,0.982962913,0.629409523
0.375294672,0.01,0.712990093,1,0.5
0.366022317,0.01,0.730989256,0.982962913,0.370590477
0.366493792,0.01,0.663038928,0.933012702,0.25
0.374351721,0.01,0.62550579,0.853553391,0.146446609
0.39101053,0.05,0.629831171,0.75,0.066987298
0.42951438,0.05,0.70978094,0.629409523,0.017037087
0.458274399,0.05,0.721780382,0.5,0
0.487191576,0.05,0.725547649,0.370590477,0.017037087
0.501178689,0.4,0.747453607,0.25,0.066987298
0.508879459,0.4,0.751081345,0.146446609,0.146446609
0.507936508,0.01,0.846518767,0.066987298,0.25
0.487663052,0.01,0.735593693,0.017037087,0.370590477
0.473047305,0.01,0.586995954,0,0.5
0.462360522,0.01,0.458908888,0.017037087,0.629409523
0.454974069,0.01,0.368494489,0.066987298,0.75
0.443658652,0.01,0.365285336,0.146446609,0.853553391
0.453873959,0.01,0.30668341,0.25,0.933012702
0.453088166,0.01,0.185293707,0.370590477,0.982962913
0.456545655,0.01,0.101018557,0.5,1
0.453245325,0.01,0.048834938,0.629409523,0.982962913
0.445073079,0.01,0.037672666,0.75,0.933012702
0.453088166,0.01,0.031533417,0.853553391,0.853553391
0.453873959,0.01,0.063485419,0.933012702,0.75
0.459845985,0.01,0.223943072,0.982962913,0.629409523
0.464403583,0.01,0.46393191,1,0.5
0.471947195,0.01,0.486256453,0.982962913,0.370590477
0.475561842,0.75,0.467001535,0.933012702,0.25
0.487348735,0.9,0.54471885,0.853553391,0.146446609
0.498035518,0.9,0.593274731,0.75,0.066987298
0.500078579,0.9,0.638202874,0.629409523,0.017037087
0.495206664,0.9,0.675736012,0.5,0
0.485462832,0.9,0.63513325,0.370590477,0.017037087
0.484362722,0.9,0.633179852,0.25,0.066987298
0.482319661,0.9,0.621319939,0.146446609,0.146446609
0.481376709,0.9,0.615459746,0.066987298,0.25
0.482319661,0.9,0.558950746,0.017037087,0.370590477
0.484362722,0.9,0.472722199,0,0.5
0.482319661,0.9,0.380772987,0.017037087,0.629409523
0.483419771,0.9,0.332217106,0.066987298,0.75
0.486562942,0.9,0.3371006,0.146446609,0.853553391
0.486562942,0.9,0.306962467,0.25,0.933012702
0.480433758,0.9,0.204269569,0.370590477,0.982962913
0.481376709,0.9,0.144272359,0.5,1
0.481376709,0.9,0.094321194,0.629409523,0.982962913
0.480119441,0.9,0.074926748,0.75,0.933012702
0.480276599,0.9,0.053160318,0.853553391,0.853553391
0.480276599,0.9,0.049113995,0.933012702,0.75
0.480276599,0.9,0.073531464,0.982962913,0.629409523
0.478233538,0.9,0.127947537,1,0.5
0.478233538,0.9,0.163806335,0.982962913,0.370590477
0.475561842,0.9,0.234128645,0.933012702,0.25
0.471947195,0.9,0.329566067,0.853553391,0.146446609
0.480276599,0.9,0.402958002,0.75,0.066987298
0.484519881,0.9,0.476768522,0.629409523,0.017037087
0.488606003,0.9,0.454025394,0.5,0
0.486562942,0.9,0.44397935,0.370590477,0.017037087
0.490806223,0.9,0.49783731,0.25,0.066987298
0.489706113,0.9,0.502302219,0.146446609,0.146446609
0.492849285,0.9,0.526580159,0.066987298,0.25
0.485462832,0.9,0.449002372,0.017037087,0.370590477
0.483419771,0.9,0.380912516,0,0.5
0.485619991,0.9,0.343239849,0.017037087,0.629409523
0.484519881,0.9,0.357471746,0.066987298,0.75
0.483419771,0.9,0.381889214,0.146446609,0.853553391
0.483419771,0.9,0.32928701,0.25,0.933012702
0.483419771,0.9,0.239291196,0.370590477,0.982962913
0.482319661,0.9,0.109808846,0.5,1
0.481219551,0.9,0.076182503,0.629409523,0.982962913
0.476661952,0.9,0.032789173,0.75,0.933012702
0.477133428,0.9,0.011022743,0.853553391,0.853553391
0.473361622,0.9,0,0.933012702,0.75
0.472890146,0.9,0.015906237,0.982962913,0.629409523
0.476033318,0.9,0.047579182,1,0.5
0.474933208,0.9,0.052462676,0.982962913,0.370590477
0.475561842,0.9,0.089437701,0.933012702,0.25
0.475090366,0.9,0.169806056,0.853553391,0.146446609
0.477133428,0.9,0.238593554,0.75,0.066987298
0.480276599,0.9,0.287428492,0.629409523,0.017037087
0.481376709,0.9,0.329147482,0.5,0
0.482319661,0.9,0.34058881,0.370590477,0.017037087
0.482319661,0.9,0.333891447,0.25,0.066987298
0.479176489,0.9,0.338635412,0.146446609,0.146446609
0.483419771,0.9,0.319101437,0.066987298,0.25
0.484362722,0.9,0.302637087,0.017037087,0.370590477
0.488606003,0.9,0.283940282,0,0.5
0.492377809,0.9,0.287847077,0.017037087,0.629409523
0.495678139,0.9,0.265522534,0.066987298,0.75
0.496463932,0.9,0.243477048,0.146446609,0.853553391
0.501335848,0.9,0.190874843,0.25,0.933012702
0.504321861,0.9,0.120971118,0.370590477,0.982962913
0.513751375,0.9,0.086368076,0.5,1
0.518151815,0.9,0.055113716,0.629409523,0.982962913
0.530567342,0.2,0.044370029,0.75,0.933012702
0.535439258,0.9,0.045625785,0.853553391,0.853553391
0.517208864,0.75,0.09641412,0.933012702,0.75
0.478547855,0.9,0.147900098,0.982962913,0.629409523
0.456545655,0.9,0.25366262,1,0.5
0.427471319,0.9,0.260220455,0.982962913,0.370590477
0.407040704,0.9,0.174550021,0.933012702,0.25
0.380166588,0.9,0.257988001,0.853553391,0.146446609
0.368694012,0.9,0.329705595,0.75,0.066987298
0.368536854,0.9,0.398214037,0.629409523,0.017037087
0.369951281,0.9,0.455002093,0.5,0
0.373408769,0.9,0.504674201,0.370590477,0.017037087
0.369322647,0.9,0.531324124,0.25,0.066987298
0.362093352,0.9,0.534812334,0.146446609,0.146446609
0.362564828,0.9,0.514162132,0.066987298,0.25
0.359578815,0.9,0.49002372,0.017037087,0.370590477
0.355807009,0.9,0.44397935,0,0.5
0.354549741,0.9,0.366401563,0.017037087,0.629409523
0.348263398,0.9,0.282963583,0.066987298,0.75
0.349206349,0.9,0.266638761,0.146446609,0.853553391
0.350306459,0.9,0.196176922,0.25,0.933012702
0.351406569,0.9,0.118738663,0.370590477,0.982962913
0.355492692,0.9,0.073391935,0.5,1
0.356592802,0.9,0.034463513,0.629409523,0.982962913
0.355649851,0.9,0.02344077,0.75,0.933012702
0.352506679,0.9,0.021347844,0.853553391,0.853553391
0.350935094,0.9,0.078833543,0.933012702,0.75
0.350935094,0.9,0.278777731,0.982962913,0.629409523
0.349834983,0.9,0.599413981,1,0.5
0.344020116,0.9,0.595367657,0.982962913,0.370590477
0.346063178,0.9,0.549741872,0.933012702,0.25
0.351406569,0.9,0.529928841,0.853553391,0.146446609
0.357692912,0.9,0.523510534,0.75,0.066987298
0.361936194,0.9,0.587554067,0.629409523,0.017037087
0.365550841,0.9,0.622575694,0.5,0
0.374508879,0.75,0.621040882,0.370590477,0.017037087
0.385195662,0.4,0.704339333,0.25,0.066987298
0.393682225,0.2,0.702385936,0.146446609,0.146446609
0.39431086,0.05,0.783730989,0.066987298,0.25
0.376709099,0.01,0.727082461,0.017037087,0.370590477
0.356592802,0.01,0.560066974,0,0.5
0.337890932,0.05,0.434351891,0.017037087,0.629409523
0.327361308,0.01,0.350634854,0.066987298,0.75
0.329404369,0.05,0.319520022,0.146446609,0.853553391
0.335690712,0.01,0.279196316,0.25,0.933012702
0.351406569,0.01,0.171759453,0.370590477,0.982962913
0.358793022,0.01,0.07994977,0.5,1
0.364922207,0.01,0.045625785,0.629409523,0.982962913
0.376551941,0.9,0.041160876,0.75,0.933012702
0.380795222,0.01,0.065717874,0.853553391,0.853553391
0.383466918,0.01,0.114134226,0.933012702,0.75
0.383781235,0.01,0.318543324,0.982962913,0.629409523
0.394782335,0.01,0.637226176,1,0.5
0.404683325,0.75,0.653969583,0.982962913,0.370590477
0.405940594,0.4,0.601367378,0.933012702,0.25
0.401854471,0.75,0.585042556,0.853553391,0.146446609
0.435172089,0.2,0.564810939,0.75,0.066987298
0.456231337,0.2,0.622994279,0.629409523,0.017037087
0.471947195,0.4,0.664992326,0.5,0
0.483419771,0.75,0.675317427,0.370590477,0.017037087
0.491277699,0.01,0.702525464,0.25,0.066987298
0.498192676,0.01,0.743965397,0.146446609,0.146446609
0.498035518,0.4,0.844286312,0.066987298,0.25
0.492220651,0.75,0.749407004,0.017037087,0.370590477
0.490334748,0.9,0.604157946,0,0.5
0.487348735,0.9,0.441607367,0.017037087,0.629409523
0.477133428,0.75,0.353983536,0.066987298,0.75
0.469746975,0.4,0.34756523,0.146446609,0.853553391
0.461889046,0.01,0.295521139,0.25,0.933012702
0.451988056,0.01,0.172596623,0.370590477,0.982962913
0.447430457,0.01,0.101576671,0.5,1
0.437372309,0.01,0.064880703,0.629409523,0.982962913
0.433286186,0.01,0.045067671,0.75,0.933012702
0.431871759,0.01,0.044928143,0.853553391,0.853553391
0.428885746,0.75,0.103530068,0.933012702,0.75
0.433129027,0.9,0.319380494,0.982962913,0.629409523
0.43721515,0.9,0.639877215,1,0.5
0.446330347,0.9,0.66373657,0.982962913,0.370590477
0.449944994,0.9,0.595646714,0.933012702,0.25
0.452931007,0.9,0.584623971,0.853553391,0.146446609
0.455288386,0.9,0.56997349,0.75,0.066987298
0.458745875,0.9,0.659829775,0.629409523,0.017037087
0.459374509,0.9,0.660387889,0.5,0
0.465660852,0.75,0.691921306,0.370590477,0.017037087
0.456231337,0.9,0.702246407,0.25,0.066987298
0.453088166,0.75,0.729733501,0.146446609,0.146446609
0.453088166,0.75,0.806613646,0.066987298,0.25
0.442558542,0.75,0.709222827,0.017037087,0.370590477
0.432343234,0.9,0.57164783,0,0.5
0.429985856,0.9,0.421794335,0.017037087,0.629409523
0.425585416,0.75,0.34058881,0.066987298,0.75
0.420556341,0.4,0.408399609,0.146446609,0.853553391
0.409083766,0.01,0.480117204,0.25,0.933012702
0.39541097,0.01,0.198269848,0.370590477,0.982962913
0.386295772,0.01,0.112738942,0.5,1
0.368536854,0.01,0.075484861,0.629409523,0.982962913
0.361621876,0.01,0.067810799,0.75,0.933012702
0.355649851,0.01,0.050230222,0.853553391,0.853553391
0.344020116,0.01,0.088879587,0.933012702,0.75
0.338991042,0.01,0.278638203,0.982962913,0.629409523
0.346220336,0.01,0.549183759,1,0.5
0.347163288,0.4,0.587693596,0.982962913,0.370590477
0.349363508,0.9,0.558532161,0.933012702,0.25
0.353449631,0.9,0.583228687,0.853553391,0.146446609
0.360836084,0.4,0.57513604,0.75,0.066987298
0.380638064,0.9,0.675736012,0.629409523,0.017037087
0.386924407,0.75,0.691921306,0.5,0
0.403740374,0.4,0.731268313,0.370590477,0.017037087
0.41631306,0.9,0.763080787,0.25,0.066987298
0.425742574,0.9,0.778149853,0.146446609,0.146446609
0.427942794,0.9,0.80019534,0.066987298,0.25
0.435172089,0.9,0.735733222,0.017037087,0.370590477
0.436272199,0.9,0.592856146,0,0.5
0.435329247,0.9,0.444118878,0.017037087,0.629409523
0.435172089,0.9,0.36835496,0.066987298,0.75
0.43941537,0.9,0.354820706,0.146446609,0.853553391
0.437372309,0.01,0.324124459,0.25,0.933012702
0.433443344,0.01,0.237895912,0.370590477,0.982962913
0.444758762,0.01,0.144970001,0.5,1
0.448844884,0.9,0.101018557,0.629409523,0.982962913
0.449944994,0.9,0.153202177,0.75,0.933012702
0.447744774,0.9,0.095018836,0.853553391,0.853553391
0.442558542,0.9,0.053997488,0.933012702,0.75
0.432186076,0.9,0.05385796,0.982962913,0.629409523
0.416470218,0.9,0.103111483,1,0.5
0.402797423,0.9,0.123761686,0.982962913,0.370590477
0.375608989,0.75,0.177340589,0.933012702,0.25
0.371522867,0.01,0.336682015,0.853553391,0.146446609
0.363350621,0.01,0.547090833,0.75,0.066987298
0.366179475,0.01,0.507464769,0.629409523,0.017037087
0.382366808,0.01,0.53690526,0.5,0
0.393053591,0.01,0.569275848,0.370590477,0.017037087
0.40091152,0.05,0.622017581,0.25,0.066987298
0.403897533,0.05,0.608622855,0.146446609,0.146446609
0.403897533,0.01,0.65076043,0.066987298,0.25
0.385195662,0.01,0.590065578,0.017037087,0.370590477
0.373408769,0.01,0.516673643,0,0.5
0.375608989,0.01,0.538719129,0.017037087,0.629409523
0.376709099,0.75,0.610715781,0.066987298,0.75
0.390224737,0.9,0.39179573,0.146446609,0.853553391
0.40091152,0.75,0.341007395,0.25,0.933012702
0.410026717,0.9,0.243337519,0.370590477,0.982962913
0.414269998,0.75,0.242081764,0.5,1
0.41741317,0.01,0.236221571,0.629409523,0.982962913
0.414269998,0.01,0.153202177,0.75,0.933012702
0.412698413,0.4,0.095018836,0.853553391,0.853553391
0.410026717,0.01,0.053997488,0.933012702,0.75
0.405940594,0.01,0.055811358,0.982962913,0.629409523
0.40091152,0.01,0.098786103,1,0.5
0.39211064,0.4,0.116785266,0.982962913,0.370590477
0.385195662,0.01,0.163387749,0.933012702,0.25
0.38220965,0.2,0.302218501,0.853553391,0.146446609
0.402797423,0.01,0.485419283,0.75,0.066987298
0.423542354,0.01,0.472582671,0.629409523,0.017037087
0.438158102,0.75,0.453606809,0.5,0
0.441144114,0.9,0.437979629,0.370590477,0.017037087
0.448059092,0.75,0.462955211,0.25,0.066987298
0.445073079,0.75,0.484442584,0.146446609,0.146446609
0.443187176,0.4,0.48569834,0.066987298,0.25
0.435329247,0.01,0.42137575,0.017037087,0.370590477
0.426528367,0.75,0.396539696,0,0.5
0.425585416,0.9,0.320775778,0.017037087,0.629409523
0.426842684,0.4,0.26063904,0.066987298,0.75
0.425899733,0.9,0.232175248,0.146446609,0.853553391
0.425742574,0.9,0.184875122,0.25,0.933012702
0.426842684,0.9,0.129761406,0.370590477,0.982962913
0.427942794,0.9,0.09557695,0.5,1
0.426842684,0.9,0.057067113,0.629409523,0.982962913
0.425899733,0.9,0.047997768,0.75,0.933012702
0.424799623,0.9,0.034882099,0.853553391,0.853553391
0.425899733,0.9,0.055113716,0.933012702,0.75
0.425899733,0.9,0.102692898,0.982962913,0.629409523
0.427942794,0.9,0.202176643,1,0.5
0.431085966,0.9,0.234268174,0.982962913,0.370590477
0.432028917,0.9,0.265243477,0.933012702,0.25
0.442558542,0.9,0.319240966,0.853553391,0.146446609
0.444130127,0.9,0.379377703,0.75,0.066987298
0.453088166,0.9,0.468396819,0.629409523,0.017037087
0.453873959,0.9,0.504953258,0.5,0
0.456231337,0.9,0.507464769,0.370590477,0.017037087
0.458903033,0.9,0.532998465,0.25,0.066987298
0.460788936,0.9,0.50913911,0.146446609,0.146446609
0.460788936,0.9,0.481372959,0.066987298,0.25
0.465660852,0.9,0.439235384,0.017037087,0.370590477
0.465660852,0.9,0.385377424,0,0.5
0.464560742,0.9,0.297335008,0.017037087,0.629409523
0.464560742,0.9,0.233291475,0.066987298,0.75
0.464560742,0.9,0.215850426,0.146446609,0.853553391
0.464560742,0.9,0.155295103,0.25,0.933012702
0.465660852,0.9,0.099623273,0.370590477,0.982962913
0.464560742,0.9,0.084135622,0.5,1
0.464560742,0.9,0.051904563,0.629409523,0.982962913
0.465660852,0.9,0.040044649,0.75,0.933012702
0.465660852,0.9,0.051625506,0.853553391,0.853553391
0.458903033,0.9,0.115948095,0.933012702,0.75
0.457174289,0.9,0.368634017,0.982962913,0.629409523
